event_id,reporting_year,trust_code,trust_name,region,site_code,ward_type,bed_id,discharge_ts,cleaning_start_ts,cleaning_complete_ts,maintenance_clear_ts,equipment_ready_ts,isolation_clear_ts,bed_ready_ts,turnaround_target_minutes,turnaround_minutes,turnaround_bucket,within_target,primary_blocker,queue_delay_minutes,cleaning_minutes,porter_delay_minutes,equipment_delay_minutes,maintenance_delay_minutes,isolation_delay_minutes,clinical_hold_minutes
BED-RRV-2024-00005,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-08,Critical Care,RRV-08-0005,2024-10-15T21:20:00,2024-10-15T21:25:00,2024-10-15T22:03:00,2024-10-16T01:17:00,2024-10-15T22:03:00,2024-10-15T22:03:00,2024-10-16T01:17:00,120,237,2-4 hours,No,Maintenance clearance,5,38,0,0,194,0,0
BED-RRV-2024-00006,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-01,General Ward,RRV-01-0006,2024-06-30T21:10:00,2024-06-30T22:41:00,2024-06-30T23:15:00,2024-06-30T23:15:00,2024-06-30T23:15:00,2024-06-30T23:15:00,2024-06-30T23:15:00,120,125,2-4 hours,No,Cleaning queue,91,34,0,0,0,0,0
BED-RRV-2024-00007,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-05,Emergency Observation,RRV-05-0007,2024-11-09T00:50:00,2024-11-09T01:00:00,2024-11-09T01:18:00,2024-11-09T01:18:00,2024-11-09T01:18:00,2024-11-09T02:36:00,2024-11-09T02:36:00,120,106,1-2 hours,Yes,Deep clean / isolation reset,10,18,0,0,0,78,0
BED-RRV-2024-00008,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-03,Medical Ward,RRV-03-0008,2025-01-04T01:00:00,2025-01-04T02:26:00,2025-01-04T03:03:00,2025-01-04T03:03:00,2025-01-04T03:03:00,2025-01-04T03:03:00,2025-01-04T03:03:00,120,123,2-4 hours,No,Clinical hold / late discharge,14,37,0,0,0,0,72
BED-RRV-2024-00009,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-06,General Ward,RRV-06-0009,2024-08-27T16:50:00,2024-08-27T17:21:00,2024-08-27T17:58:00,2024-08-27T17:58:00,2024-08-27T17:58:00,2024-08-27T17:58:00,2024-08-27T17:58:00,120,68,1-2 hours,Yes,Cleaning queue,31,37,0,0,0,0,0
BED-RRV-2024-00010,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-05,Surgical Ward,RRV-05-0010,2024-04-30T00:10:00,2024-04-30T00:20:00,2024-04-30T00:44:00,2024-04-30T00:44:00,2024-04-30T00:44:00,2024-04-30T00:44:00,2024-04-30T00:44:00,120,34,Under 1 hour,Yes,No major blocker,10,24,0,0,0,0,0
BED-RRV-2024-00011,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-06,General Ward,RRV-06-0011,2025-01-26T11:40:00,2025-01-26T13:04:00,2025-01-26T13:46:00,2025-01-26T13:46:00,2025-01-26T13:46:00,2025-01-26T13:46:00,2025-01-26T13:46:00,120,126,2-4 hours,No,Cleaning queue,84,42,0,0,0,0,0
BED-RRV-2024-00012,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-07,Medical Ward,RRV-07-0012,2024-10-08T17:50:00,2024-10-08T19:13:00,2024-10-08T19:55:00,2024-10-08T19:55:00,2024-10-08T19:55:00,2024-10-08T19:55:00,2024-10-08T19:55:00,120,125,2-4 hours,No,Cleaning queue,83,42,0,0,0,0,0
BED-RRV-2024-00013,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-06,Surgical Ward,RRV-06-0013,2024-06-21T20:30:00,2024-06-21T20:43:00,2024-06-21T21:29:00,2024-06-21T21:29:00,2024-06-21T21:29:00,2024-06-21T23:27:00,2024-06-21T23:27:00,120,177,2-4 hours,No,Deep clean / isolation reset,5,46,8,0,0,118,0
BED-RRV-2024-00014,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-04,General Ward,RRV-04-0014,2024-12-20T04:20:00,2024-12-20T05:12:00,2024-12-20T05:32:00,2024-12-20T05:32:00,2024-12-20T05:48:00,2024-12-20T05:32:00,2024-12-20T05:48:00,120,88,1-2 hours,Yes,Cleaning queue,52,20,0,16,0,0,0
BED-RRV-2024-00015,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-01,Surgical Ward,RRV-01-0015,2024-11-04T10:10:00,2024-11-04T10:34:00,2024-11-04T11:18:00,2024-11-04T12:25:00,2024-11-04T12:25:00,2024-11-04T11:18:00,2024-11-04T12:25:00,120,135,2-4 hours,No,Equipment not ready,7,44,17,67,67,0,0
BED-RRV-2024-00016,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-05,General Ward,RRV-05-0016,2024-07-30T16:40:00,2024-07-30T16:53:00,2024-07-30T17:48:00,2024-07-30T17:48:00,2024-07-30T17:48:00,2024-07-30T17:48:00,2024-07-30T17:48:00,120,68,1-2 hours,Yes,No major blocker,13,55,0,0,0,0,0
BED-RRV-2024-00017,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-05,Medical Ward,RRV-05-0017,2024-10-29T22:40:00,2024-10-29T23:59:00,2024-10-30T00:48:00,2024-10-30T00:48:00,2024-10-30T00:48:00,2024-10-30T00:48:00,2024-10-30T00:48:00,120,128,2-4 hours,No,Cleaning queue,54,49,25,0,0,0,0
BED-RRV-2024-00018,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-08,General Ward,RRV-08-0018,2024-07-23T22:10:00,2024-07-23T22:16:00,2024-07-23T22:42:00,2024-07-23T22:42:00,2024-07-24T00:25:00,2024-07-23T22:42:00,2024-07-24T00:25:00,120,135,2-4 hours,No,Equipment not ready,6,26,0,103,0,0,0
BED-RRV-2024-00019,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-01,Critical Care,RRV-01-0019,2024-11-23T03:40:00,2024-11-23T03:58:00,2024-11-23T04:52:00,2024-11-23T04:52:00,2024-11-23T05:59:00,2024-11-23T04:52:00,2024-11-23T05:59:00,120,139,2-4 hours,No,Equipment not ready,18,54,0,67,0,0,0
BED-RRV-2024-00020,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-01,General Ward,RRV-01-0020,2025-03-09T18:10:00,2025-03-09T19:30:00,2025-03-09T20:00:00,2025-03-09T20:00:00,2025-03-09T20:00:00,2025-03-09T20:00:00,2025-03-09T20:00:00,120,110,1-2 hours,Yes,Cleaning queue,58,30,22,0,0,0,0
BED-RRV-2024-00021,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-03,Medical Ward,RRV-03-0021,2024-04-16T09:30:00,2024-04-16T10:02:00,2024-04-16T10:34:00,2024-04-16T10:34:00,2024-04-16T10:34:00,2024-04-16T10:34:00,2024-04-16T10:34:00,120,64,1-2 hours,Yes,Awaiting porter / room release,10,32,22,0,0,0,0
BED-RRV-2024-00022,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-03,Surgical Ward,RRV-03-0022,2025-01-06T13:20:00,2025-01-06T14:45:00,2025-01-06T15:15:00,2025-01-06T15:15:00,2025-01-06T15:15:00,2025-01-06T15:15:00,2025-01-06T15:15:00,120,115,1-2 hours,Yes,Cleaning queue,45,30,10,0,0,0,30
BED-RRV-2024-00023,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-07,Surgical Ward,RRV-07-0023,2024-04-03T19:10:00,2024-04-03T19:55:00,2024-04-03T20:15:00,2024-04-03T20:15:00,2024-04-03T20:42:00,2024-04-03T20:15:00,2024-04-03T20:42:00,120,92,1-2 hours,Yes,No major blocker,24,20,21,27,0,0,0
BED-RRV-2024-00024,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-06,Surgical Ward,RRV-06-0024,2024-10-08T16:00:00,2024-10-08T17:15:00,2024-10-08T17:47:00,2024-10-08T17:47:00,2024-10-08T17:47:00,2024-10-08T17:47:00,2024-10-08T17:47:00,120,107,1-2 hours,Yes,Cleaning queue,75,32,0,0,0,0,0
BED-RRV-2024-00025,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-04,Critical Care,RRV-04-0025,2024-08-31T15:00:00,2024-08-31T15:10:00,2024-08-31T15:46:00,2024-08-31T17:23:00,2024-08-31T15:46:00,2024-08-31T15:46:00,2024-08-31T17:23:00,120,143,2-4 hours,No,Maintenance clearance,10,36,0,0,97,0,0
BED-RRV-2024-00026,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-05,Surgical Ward,RRV-05-0026,2024-05-27T18:50:00,2024-05-27T18:58:00,2024-05-27T19:36:00,2024-05-27T19:36:00,2024-05-27T19:36:00,2024-05-27T21:39:00,2024-05-27T21:39:00,120,169,2-4 hours,No,Deep clean / isolation reset,8,38,0,0,0,123,0
BED-RRV-2024-00027,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-01,Critical Care,RRV-01-0027,2024-04-17T15:50:00,2024-04-17T16:20:00,2024-04-17T16:40:00,2024-04-17T16:40:00,2024-04-17T16:40:00,2024-04-17T17:25:00,2024-04-17T17:25:00,120,95,1-2 hours,Yes,No major blocker,10,20,0,0,0,45,20
BED-RRV-2024-00028,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-01,Surgical Ward,RRV-01-0028,2024-07-19T10:30:00,2024-07-19T11:38:00,2024-07-19T11:58:00,2024-07-19T11:58:00,2024-07-19T11:58:00,2024-07-19T11:58:00,2024-07-19T11:58:00,120,88,1-2 hours,Yes,Cleaning queue,68,20,0,0,0,0,0
BED-RRV-2024-00029,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-02,General Ward,RRV-02-0029,2024-11-27T22:00:00,2024-11-27T22:17:00,2024-11-27T22:47:00,2024-11-28T01:17:00,2024-11-27T22:47:00,2024-11-27T22:47:00,2024-11-28T01:17:00,120,197,2-4 hours,No,Maintenance clearance,17,30,0,0,150,0,0
BED-RRV-2024-00030,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-01,General Ward,RRV-01-0030,2024-12-12T23:50:00,2024-12-13T00:53:00,2024-12-13T01:33:00,2024-12-13T01:33:00,2024-12-13T01:33:00,2024-12-13T01:33:00,2024-12-13T01:33:00,120,103,1-2 hours,Yes,Cleaning queue,35,40,0,0,0,0,28
BED-RRV-2024-00031,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-07,General Ward,RRV-07-0031,2024-09-28T08:30:00,2024-09-28T09:36:00,2024-09-28T10:29:00,2024-09-28T12:26:00,2024-09-28T10:29:00,2024-09-28T10:29:00,2024-09-28T12:26:00,120,236,2-4 hours,No,Cleaning queue,66,53,0,0,117,0,0
BED-RRV-2024-00032,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-01,Surgical Ward,RRV-01-0032,2024-07-01T12:00:00,2024-07-01T12:11:00,2024-07-01T12:38:00,2024-07-01T12:38:00,2024-07-01T12:38:00,2024-07-01T15:07:00,2024-07-01T15:07:00,120,187,2-4 hours,No,Deep clean / isolation reset,11,27,0,0,0,149,0
BED-RRV-2024-00033,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-02,Surgical Ward,RRV-02-0033,2024-10-29T05:50:00,2024-10-29T06:02:00,2024-10-29T06:38:00,2024-10-29T09:06:00,2024-10-29T06:38:00,2024-10-29T06:38:00,2024-10-29T09:06:00,120,196,2-4 hours,No,Maintenance clearance,12,36,0,0,148,0,0
BED-RRV-2024-00034,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-01,Surgical Ward,RRV-01-0034,2024-10-05T05:30:00,2024-10-05T06:01:00,2024-10-05T06:22:00,2024-10-05T06:22:00,2024-10-05T06:22:00,2024-10-05T06:22:00,2024-10-05T06:22:00,120,52,Under 1 hour,Yes,No major blocker,14,21,17,0,0,0,0
BED-RRV-2024-00035,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-06,General Ward,RRV-06-0035,2024-05-02T03:40:00,2024-05-02T04:21:00,2024-05-02T05:16:00,2024-05-02T05:16:00,2024-05-02T05:16:00,2024-05-02T05:16:00,2024-05-02T05:16:00,120,96,1-2 hours,Yes,Cleaning queue,41,55,0,0,0,0,0
BED-RRV-2024-00036,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-01,Critical Care,RRV-01-0036,2024-04-04T14:40:00,2024-04-04T14:48:00,2024-04-04T15:28:00,2024-04-04T16:17:00,2024-04-04T18:00:00,2024-04-04T15:28:00,2024-04-04T18:00:00,120,200,2-4 hours,No,Equipment not ready,8,40,0,152,49,0,0
BED-RRV-2024-00037,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-08,Critical Care,RRV-08-0037,2024-06-10T09:30:00,2024-06-10T09:51:00,2024-06-10T10:27:00,2024-06-10T10:27:00,2024-06-10T10:27:00,2024-06-10T13:53:00,2024-06-10T13:53:00,120,263,4-8 hours,No,Deep clean / isolation reset,21,36,0,0,0,206,0
BED-RRV-2024-00038,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-03,General Ward,RRV-03-0038,2025-03-24T00:10:00,2025-03-24T01:46:00,2025-03-24T02:37:00,2025-03-24T02:37:00,2025-03-24T02:37:00,2025-03-24T02:37:00,2025-03-24T02:37:00,120,147,2-4 hours,No,No major blocker,23,51,0,0,0,0,73
BED-RRV-2024-00039,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-03,Medical Ward,RRV-03-0039,2025-02-17T00:20:00,2025-02-17T00:45:00,2025-02-17T01:26:00,2025-02-17T01:26:00,2025-02-17T01:26:00,2025-02-17T01:26:00,2025-02-17T01:26:00,120,66,1-2 hours,Yes,No major blocker,14,41,11,0,0,0,0
BED-RRV-2024-00040,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-08,General Ward,RRV-08-0040,2024-06-08T03:40:00,2024-06-08T03:57:00,2024-06-08T04:18:00,2024-06-08T04:18:00,2024-06-08T04:18:00,2024-06-08T04:18:00,2024-06-08T04:18:00,120,38,Under 1 hour,Yes,No major blocker,17,21,0,0,0,0,0
BED-RRV-2024-00041,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-07,Surgical Ward,RRV-07-0041,2024-10-06T14:20:00,2024-10-06T15:23:00,2024-10-06T16:10:00,2024-10-06T16:10:00,2024-10-06T16:10:00,2024-10-06T16:10:00,2024-10-06T16:10:00,120,110,1-2 hours,Yes,Cleaning queue,63,47,0,0,0,0,0
BED-RRV-2024-00042,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-03,Medical Ward,RRV-03-0042,2024-09-18T07:00:00,2024-09-18T07:10:00,2024-09-18T07:30:00,2024-09-18T07:30:00,2024-09-18T08:29:00,2024-09-18T09:06:00,2024-09-18T09:06:00,120,126,2-4 hours,No,Deep clean / isolation reset,10,20,0,59,0,96,0
BED-RRV-2024-00043,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-06,Emergency Observation,RRV-06-0043,2024-07-09T06:10:00,2024-07-09T06:23:00,2024-07-09T07:14:00,2024-07-09T07:14:00,2024-07-09T08:17:00,2024-07-09T07:14:00,2024-07-09T08:17:00,120,127,2-4 hours,No,Equipment not ready,13,51,0,63,0,0,0
BED-RRV-2024-00044,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-03,Surgical Ward,RRV-03-0044,2024-05-02T05:30:00,2024-05-02T06:30:00,2024-05-02T07:16:00,2024-05-02T07:16:00,2024-05-02T07:16:00,2024-05-02T07:16:00,2024-05-02T07:16:00,120,106,1-2 hours,Yes,Awaiting porter / room release,20,46,40,0,0,0,0
BED-RRV-2024-00045,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-06,Medical Ward,RRV-06-0045,2024-12-06T14:00:00,2024-12-06T15:04:00,2024-12-06T15:47:00,2024-12-06T15:47:00,2024-12-06T15:47:00,2024-12-06T15:47:00,2024-12-06T15:47:00,120,107,1-2 hours,Yes,Cleaning queue,64,43,0,0,0,0,0
BED-RRV-2024-00046,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-03,General Ward,RRV-03-0046,2024-08-28T15:30:00,2024-08-28T16:07:00,2024-08-28T16:45:00,2024-08-28T17:28:00,2024-08-28T16:45:00,2024-08-28T16:45:00,2024-08-28T17:28:00,120,118,1-2 hours,Yes,Awaiting porter / room release,8,38,29,0,43,0,0
BED-RRV-2024-00047,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-06,General Ward,RRV-06-0047,2025-03-26T21:10:00,2025-03-26T21:43:00,2025-03-26T22:20:00,2025-03-26T22:20:00,2025-03-26T22:20:00,2025-03-26T22:20:00,2025-03-26T22:20:00,120,70,1-2 hours,Yes,No major blocker,17,37,16,0,0,0,0
BED-RRV-2024-00048,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-03,Medical Ward,RRV-03-0048,2024-09-19T09:10:00,2024-09-19T09:28:00,2024-09-19T09:51:00,2024-09-19T09:51:00,2024-09-19T11:29:00,2024-09-19T09:51:00,2024-09-19T11:29:00,120,139,2-4 hours,No,Equipment not ready,18,23,0,98,0,0,0
BED-RRV-2024-00049,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-03,General Ward,RRV-03-0049,2024-04-04T18:10:00,2024-04-04T18:34:00,2024-04-04T19:15:00,2024-04-04T19:15:00,2024-04-04T19:15:00,2024-04-04T21:17:00,2024-04-04T21:17:00,120,187,2-4 hours,No,Deep clean / isolation reset,24,41,0,0,0,122,0
BED-RRV-2024-00050,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-01,General Ward,RRV-01-0050,2025-01-10T14:40:00,2025-01-10T15:01:00,2025-01-10T15:54:00,2025-01-10T16:34:00,2025-01-10T15:54:00,2025-01-10T15:54:00,2025-01-10T16:34:00,120,114,1-2 hours,Yes,No major blocker,21,53,0,0,40,0,0
BED-RRV-2024-00051,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-02,General Ward,RRV-02-0051,2024-06-23T11:10:00,2024-06-23T11:17:00,2024-06-23T11:40:00,2024-06-23T11:40:00,2024-06-23T11:40:00,2024-06-23T11:40:00,2024-06-23T11:40:00,120,30,Under 1 hour,Yes,No major blocker,7,23,0,0,0,0,0
BED-RRV-2024-00052,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-01,General Ward,RRV-01-0052,2025-03-04T18:30:00,2025-03-04T19:08:00,2025-03-04T19:30:00,2025-03-04T19:30:00,2025-03-04T19:43:00,2025-03-04T19:30:00,2025-03-04T19:43:00,120,73,1-2 hours,Yes,Cleaning queue,38,22,0,13,0,0,0
BED-RRV-2024-00053,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-06,Medical Ward,RRV-06-0053,2024-10-24T00:40:00,2024-10-24T00:55:00,2024-10-24T01:26:00,2024-10-24T01:26:00,2024-10-24T01:26:00,2024-10-24T01:26:00,2024-10-24T01:26:00,120,46,Under 1 hour,Yes,No major blocker,15,31,0,0,0,0,0
BED-RRV-2024-00054,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-02,General Ward,RRV-02-0054,2024-06-18T04:50:00,2024-06-18T05:08:00,2024-06-18T05:30:00,2024-06-18T05:30:00,2024-06-18T05:30:00,2024-06-18T05:30:00,2024-06-18T05:30:00,120,40,Under 1 hour,Yes,No major blocker,18,22,0,0,0,0,0
BED-RRV-2024-00055,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-08,General Ward,RRV-08-0055,2024-09-07T19:30:00,2024-09-07T19:35:00,2024-09-07T20:19:00,2024-09-07T20:19:00,2024-09-07T20:19:00,2024-09-07T21:49:00,2024-09-07T21:49:00,120,139,2-4 hours,No,No major blocker,5,44,0,0,0,90,0
BED-RRV-2024-00056,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-03,Medical Ward,RRV-03-0056,2024-07-28T09:20:00,2024-07-28T10:10:00,2024-07-28T10:45:00,2024-07-28T10:45:00,2024-07-28T11:03:00,2024-07-28T10:45:00,2024-07-28T11:03:00,120,103,1-2 hours,Yes,Awaiting porter / room release,23,35,27,18,0,0,0
BED-RRV-2024-00057,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-02,General Ward,RRV-02-0057,2024-05-30T04:10:00,2024-05-30T05:50:00,2024-05-30T06:45:00,2024-05-30T06:45:00,2024-05-30T08:20:00,2024-05-30T06:45:00,2024-05-30T08:20:00,120,250,4-8 hours,No,Equipment not ready,20,55,0,95,0,0,80
BED-RRV-2024-00058,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-02,Medical Ward,RRV-02-0058,2025-03-26T16:10:00,2025-03-26T16:32:00,2025-03-26T17:05:00,2025-03-26T17:05:00,2025-03-26T17:05:00,2025-03-26T17:05:00,2025-03-26T17:05:00,120,55,Under 1 hour,Yes,No major blocker,22,33,0,0,0,0,0
BED-RRV-2024-00059,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-02,General Ward,RRV-02-0059,2024-07-28T14:40:00,2024-07-28T15:22:00,2024-07-28T15:58:00,2024-07-28T15:58:00,2024-07-28T15:58:00,2024-07-28T15:58:00,2024-07-28T15:58:00,120,78,1-2 hours,Yes,Awaiting porter / room release,14,36,28,0,0,0,0
BED-RRV-2024-00060,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-05,General Ward,RRV-05-0060,2025-03-31T03:00:00,2025-03-31T03:21:00,2025-03-31T04:10:00,2025-03-31T04:10:00,2025-03-31T04:10:00,2025-03-31T04:10:00,2025-03-31T04:10:00,120,70,1-2 hours,Yes,No major blocker,21,49,0,0,0,0,0
BED-RRV-2024-00061,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-01,General Ward,RRV-01-0061,2024-07-30T23:40:00,2024-07-31T01:15:00,2024-07-31T01:59:00,2024-07-31T01:59:00,2024-07-31T02:31:00,2024-07-31T01:59:00,2024-07-31T02:31:00,120,171,2-4 hours,No,Cleaning queue,80,44,15,32,0,0,0
BED-RRV-2024-00062,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-02,General Ward,RRV-02-0062,2025-02-20T03:10:00,2025-02-20T03:27:00,2025-02-20T04:03:00,2025-02-20T04:03:00,2025-02-20T04:58:00,2025-02-20T04:03:00,2025-02-20T04:58:00,120,108,1-2 hours,Yes,No major blocker,17,36,0,55,0,0,0
BED-RRV-2024-00063,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-07,General Ward,RRV-07-0063,2024-08-15T14:30:00,2024-08-15T14:35:00,2024-08-15T15:25:00,2024-08-15T15:25:00,2024-08-15T15:25:00,2024-08-15T15:25:00,2024-08-15T15:25:00,120,55,Under 1 hour,Yes,No major blocker,5,50,0,0,0,0,0
